model,ticker,x,y,r
v01a,AXP,roll_sd_ret1d_63days,roll_sd_ret5d_3M,0.9753697840704754
v01a,FDX,above_sd_ret5d_3M,above_sd_ret5d_7M,0.9635719912602823
v01a,FDX,roll_sd_ret1d_63days,roll_sd_ret5d_3M,0.9628151338126617
v01a,SBUX,above_sd_ret5d_3M,above_sd_ret5d_7M,0.961962987418346
v01a,AXP,above_sd_ret5d_3M,above_sd_ret5d_7M,0.960819807842699
v01a,CVX,above_sd_ret5d_3M,above_sd_ret5d_7M,0.9602791472622839
v01a,HAL,above_sd_ret5d_3M,above_sd_ret5d_7M,0.9584371953760636
v01a,AAPL,above_sd_ret5d_3M,above_sd_ret5d_7M,0.9583815236467056
v01a,HAL,roll_sd_ret1d_63days,roll_sd_ret5d_3M,0.9583754425926355
v01a,AMD,above_sd_ret5d_3M,above_sd_ret5d_7M,0.9574907136887159
v01a,AXP,roll_sd_ret1d_63days,roll_sd_intraday_3M,0.9550142985988768
v01a,CVX,roll_sd_ret1d_63days,roll_sd_ret5d_3M,0.953259681768772
v01a,SBUX,roll_sd_ret1d_63days,roll_sd_ret5d_3M,0.9496675490080051
v01a,CVX,roll_sd_ret1d_63days,roll_sd_intraday_3M,0.9397772113293349
v01a,AXP,roll_sd_ret5d_3M,roll_sd_intraday_3M,0.9226413351782885
v01a,AAPL,roll_sd_ret1d_63days,roll_sd_ret5d_3M,0.9160214130354546
v01a,AMD,roll_sd_ret1d_63days,roll_sd_ret5d_3M,0.9154902504483086
v01a,HAL,roll_sd_ret1d_63days,roll_sd_intraday_3M,0.893289323561184
v01a,AXP,roll_sd_ret5d_3M,roll_sd_ret5d_7M,0.889052493759755
v01a,CVX,roll_sd_ret5d_3M,roll_sd_intraday_3M,0.8845387793786079
v01a,AXP,roll_sd_ret1d_63days,roll_sd_ret5d_7M,0.8646117601453008
v01a,AXP,roll_sd_ret5d_7M,roll_sd_ret21d_1Y,0.8596501827536388
v01a,SBUX,roll_sd_ret1d_63days,roll_sd_intraday_3M,0.8588882688530911
v01a,HAL,roll_sd_ret5d_7M,roll_sd_ret21d_1Y,0.8547006932137108
v01a,AMD,roll_sd_ret1d_63days,roll_sd_intraday_3M,0.8528771423906227
v01a,AAPL,roll_sd_ret5d_7M,roll_sd_ret21d_1Y,0.8518963303344407
v01a,FDX,roll_sd_ret1d_63days,roll_sd_ret5d_7M,0.8507817319044879
v01a,HAL,roll_sd_ret5d_3M,roll_sd_intraday_3M,0.8492746173967521
v01a,FDX,roll_sd_ret5d_3M,roll_sd_ret5d_7M,0.8492334222226067
v01a,SBUX,roll_sd_ret5d_3M,roll_sd_ret5d_7M,0.8477212113168677
v01a,SBUX,corr_ema20_sma50_199d,corr_ema20_sma50_1Y,0.8468043697769725
v01a,FDX,roll_sd_ret1d_63days,roll_sd_intraday_3M,0.8455539232402614
v01a,HAL,roll_sd_ret1d_63days,roll_sd_ret5d_7M,0.8385489334306365
v01a,SBUX,roll_sd_ret1d_63days,roll_sd_ret5d_7M,0.8373140012272032
v01a,FDX,roll_sd_ret5d_7M,roll_sd_ret21d_1Y,0.8322711116637753
v01a,SBUX,roll_sd_ret5d_7M,roll_sd_ret21d_1Y,0.8320979582056347
v01a,CVX,roll_sd_ret5d_7M,roll_sd_ret21d_1Y,0.8316053204471283
v01a,FDX,corr_sma50_sma200_199d,corr_sma50_sma200_1Y,0.8228629623849327
v01a,AMD,corr_sma50_sma200_199d,corr_sma50_sma200_1Y,0.81982715470423
v01a,SBUX,roll_sd_ret5d_3M,roll_sd_intraday_3M,0.8189133130957621
v01a,AAPL,corr_sma50_sma200_199d,corr_sma50_sma200_1Y,0.8136621292110302
v01a,HAL,roll_sd_ret5d_3M,roll_sd_ret5d_7M,0.812257734558173
v01a,FDX,roll_sd_ret5d_3M,roll_sd_intraday_3M,0.8120082249881931
v01a,AAPL,roll_sd_ret1d_63days,roll_sd_intraday_3M,0.8104185599222774
v01a,AAPL,roll_sd_ret5d_3M,roll_sd_ret5d_7M,0.8078361990591616
v01a,AXP,corr_sma50_sma200_199d,corr_sma50_sma200_1Y,0.8052721838988051
v01a,CVX,roll_sd_ret5d_3M,roll_sd_ret5d_7M,0.7938703620669625
v01a,CVX,roll_sd_ret1d_63days,roll_sd_ret5d_7M,0.7933661541363397
v01a,SBUX,corr_ema20_sma50_1Y,corr_sma50_sma200_199d,0.7885194124242465
v01a,SBUX,corr_sma50_sma200_199d,corr_sma50_sma200_1Y,0.7871328075746814
v01a,AAPL,roll_sd_ret1d_63days,roll_sd_ret5d_7M,0.7743631790841558
v01a,CVX,corr_sma50_sma200_199d,corr_sma50_sma200_1Y,0.7733323786308917
v01a,AAPL,roll_sd_ret5d_3M,roll_sd_intraday_3M,0.7727240474344443
v01a,AXP,roll_sd_ret5d_7M,roll_sd_intraday_3M,0.7720038171702235
v01a,AAPL,corr_ema20_sma50_199d,corr_ema20_sma50_1Y,0.7692400642238142
v01a,AMD,roll_sd_ret5d_3M,roll_sd_intraday_3M,0.7660604800271769
v01a,HAL,corr_sma50_sma200_199d,corr_sma50_sma200_1Y,0.7624365455138922
v01a,AMD,roll_sd_ret5d_3M,roll_sd_ret5d_7M,0.760957911928122
v01a,SBUX,corr_ema20_sma50_1Y,corr_sma50_sma200_1Y,0.7585295468471267
v01a,AMD,roll_sd_ret1d_63days,roll_sd_ret5d_7M,0.7529813327701708
v01a,AMD,roll_sd_ret5d_7M,roll_sd_ret21d_1Y,0.7247620875401354
v01a,CVX,corr_ema20_sma50_199d,corr_ema20_sma50_1Y,0.7224326181253174
v01a,HAL,roll_sd_ret1d_63days,roll_sd_ret21d_1Y,0.7151489402243439
v01a,AXP,corr_ema20_sma50_199d,corr_ema20_sma50_1Y,0.7093464083537881
v01a,FDX,corr_ema20_sma50_199d,corr_ema20_sma50_1Y,0.702012488661176
v01a,HAL,roll_sd_ret5d_7M,roll_sd_intraday_3M,0.6898851542015187
v01a,AXP,roll_sd_ret5d_3M,roll_sd_ret21d_1Y,0.6834830163626758
v01a,HAL,roll_sd_ret5d_3M,roll_sd_ret21d_1Y,0.6707469060126359
v01a,SBUX,corr_ema20_sma50_199d,corr_sma50_sma200_199d,0.6698157793365751
v01a,SBUX,roll_sd_ret5d_7M,roll_sd_intraday_3M,0.6692551592160519
v01a,AAPL,roll_sd_ret1d_63days,roll_sd_ret21d_1Y,0.6634082842324681
v01a,AAPL,corr_ema20_sma50_1Y,corr_sma50_sma200_199d,0.6631970700470804
v01a,SBUX,roll_sd_ret1d_63days,roll_sd_ret21d_1Y,0.6631012212361201
v01a,FDX,roll_sd_ret5d_7M,roll_sd_intraday_3M,0.6627884577389798
v01a,AMD,corr_ema20_sma50_199d,corr_ema20_sma50_1Y,0.6603228913105129
v01a,CVX,roll_sd_ret21d_1Y,roll_sd_volu200_251days,0.6594453019031465
v01a,CVX,roll_sd_ret5d_7M,roll_sd_intraday_3M,0.6585289052967196
v01a,AXP,roll_sd_ret1d_63days,roll_sd_ret21d_1Y,0.6584709795272656
v01a,AMD,roll_sd_ret5d_7M,roll_sd_intraday_3M,0.657538053274303
v01a,HAL,corr_ema20_sma50_199d,corr_ema20_sma50_1Y,0.6539073411417355
v01a,AAPL,roll_sd_ret5d_3M,roll_sd_ret21d_1Y,0.6518828959398788
v01a,SBUX,roll_sd_ret5d_3M,roll_sd_ret21d_1Y,0.6502800797762756
v01a,AXP,corr_ema20_sma50_1Y,corr_sma50_sma200_199d,0.6467741570535763
v01a,CVX,roll_sd_ret5d_7M,roll_sd_volu200_251days,0.639591458070316
v01a,CVX,roll_sd_ret1d_63days,roll_sd_ret21d_1Y,0.6329272958369636
v01a,CVX,roll_sd_ret5d_3M,roll_sd_ret21d_1Y,0.6314516789852216
v01a,FDX,roll_sd_ret5d_3M,roll_sd_ret21d_1Y,0.6203495795032752
v01a,HAL,corr_ema20_sma50_1Y,corr_sma50_sma200_199d,0.618444667291485
v01a,FDX,roll_sd_ret1d_63days,roll_sd_ret21d_1Y,0.6160343554373966
v01a,FDX,corr_ema20_sma50_1Y,corr_sma50_sma200_199d,0.6112811233885663
v01a,CVX,corr_ema20_sma50_1Y,corr_sma50_sma200_199d,0.6077545530682625
v01a,AMD,close,roll_sd_volu200_251days,-0.6065508096814222
v01a,AMD,roll_sd_volu200_31days,roll_sd_volu200_251days,0.603452546558407
v01a,AAPL,close,roll_sd_volu200_251days,-0.5800893655355794
v01a,AMD,corr_ema20_sma50_1Y,corr_sma50_sma200_199d,0.5797740954615318
v01a,SBUX,corr_ema20_sma50_199d,corr_sma50_sma200_1Y,0.5744026381936007
v01a,AXP,roll_sd_ret21d_1Y,roll_sd_intraday_3M,0.5733133747935599
v01a,HAL,roll_sd_ret21d_1Y,roll_sd_intraday_3M,0.5683867707423884
v01a,AAPL,roll_sd_ret5d_7M,roll_sd_intraday_3M,0.558230528866342
v01a,CVX,corr_ema20_sma50_1Y,corr_sma50_sma200_1Y,0.5447336310284135
v01a,HAL,roll_sd_ret5d_3M,ma_cross_l,-0.5417655154732577
v01a,AAPL,corr_ema20_sma50_1Y,corr_sma50_sma200_1Y,0.5343204832204732
v01a,AXP,roll_sd_ret21d_1Y,roll_sd_volu200_251days,0.5316312870002498
v01a,CVX,roll_sd_ret5d_3M,roll_sd_volu200_251days,0.5171837410743326
v01a,AXP,corr_ema20_sma50_1Y,corr_sma50_sma200_1Y,0.5171044073473067
v01a,FDX,corr_ema20_sma50_1Y,corr_sma50_sma200_1Y,0.5117058962955112
v01a,HAL,roll_sd_ret1d_63days,ma_cross_l,-0.5087653244599363
v01a,AAPL,roll_sd_volu200_31days,roll_sd_volu200_251days,0.508602804370022
v01a,CVX,corr_ema20_sma50_199d,corr_sma50_sma200_199d,0.5084027446633227
v01a,SBUX,roll_sd_ret21d_1Y,roll_sd_intraday_3M,0.5006912299934234
